length,width,depth,area,ambient_temp,surface_moisture,defect_severity,mass_required_kg,is_thermal_ok,is_monsoon_sim
1.963,0.942,0.0519,1.8488,25.4,23.0,1,284.161,0,1
0.293,0.545,0.0961,0.1593,30.8,7.4,1,45.373,1,0
1.039,0.238,0.0677,0.2473,23.8,10.4,1,49.55,0,0
0.57,0.103,0.0324,0.0588,24.2,3.8,0,5.641,0,0
0.38,0.341,0.0535,0.1296,26.2,32.4,1,20.539,0,1
0.112,1.227,0.0577,0.1372,23.6,38.5,1,23.389,0,1
2.156,0.974,0.0465,2.1,25.6,16.1,0,288.97,0,1
0.246,0.182,0.0611,0.0448,30.5,5.9,1,8.095,1,0
2.205,0.57,0.0767,1.2563,36.8,6.4,1,285.218,1,0
1.018,0.225,0.0634,0.229,26.4,4.7,1,42.964,1,0
1.07,0.612,0.0736,0.6554,28.2,7.6,1,142.685,1,0
1.864,0.194,0.0714,0.3613,29.0,39.6,1,76.292,0,1
0.812,1.01,0.0756,0.8205,34.4,0.5,1,183.687,1,0
0.542,0.802,0.0903,0.4345,31.3,10.1,1,116.394,0,0
0.249,0.34,0.0447,0.0848,28.5,27.6,0,11.207,0,1
0.945,3.5,0.0263,3.3073,34.5,7.4,0,257.855,1,0
0.906,0.811,0.0737,0.7341,36.4,1.0,1,159.995,1,0
0.448,0.35,0.101,0.157,28.3,12.0,2,47.011,0,0
1.016,0.454,0.0627,0.4617,36.9,7.1,1,85.764,1,0
0.679,2.083,0.0385,1.4138,29.2,24.5,0,161.308,0,1
1.737,0.282,0.0692,0.4895,34.2,4.1,1,100.27,1,0
0.92,0.282,0.0276,0.2597,30.2,37.9,0,21.29,0,1
2.813,0.776,0.0627,2.1837,35.0,11.2,1,405.602,0,0
0.83,0.423,0.0222,0.3509,32.8,6.0,0,23.107,1,0
2.285,0.39,0.0479,0.8914,25.0,37.1,0,126.406,0,1
0.835,0.523,0.105,0.4363,28.5,0.7,2,135.851,1,0
0.917,1.523,0.0346,1.3957,30.5,5.9,0,142.78,1,0
0.557,1.571,0.0694,0.8751,25.2,5.4,1,179.432,1,0
0.611,0.977,0.0728,0.597,30.0,14.0,1,128.747,0,1
2.805,0.789,0.04,2.2124,29.7,5.6,0,262.466,1,0
0.353,0.113,0.0927,0.0397,32.5,5.1,1,10.888,1,0
0.229,0.766,0.049,0.1758,26.3,7.6,0,25.472,1,0
1.873,2.565,0.0608,4.8045,30.6,11.8,1,864.491,0,0
0.96,1.553,0.0588,1.491,27.8,3.6,1,259.347,1,0
0.435,0.225,0.0752,0.0978,28.8,11.4,1,21.779,0,0
0.666,3.019,0.1105,2.0117,27.6,21.6,2,658.653,0,1
0.844,0.295,0.0423,0.2493,27.2,1.9,0,31.26,1,0
0.997,0.206,0.0673,0.2051,34.5,1.4,1,40.873,1,0
1.821,0.373,0.0843,0.6787,30.9,8.1,1,169.293,0,0
0.601,0.222,0.0393,0.1334,34.0,5.2,0,15.54,1,0
1.229,0.304,0.0532,0.373,23.5,8.1,1,58.742,0,0
1.9,0.395,0.0779,0.7515,33.5,9.2,1,173.526,0,0
1.956,0.815,0.047,1.5941,37.4,7.8,0,222.076,1,0
0.393,0.861,0.0501,0.3387,33.9,8.4,1,50.273,0,0
0.531,0.712,0.02,0.3779,27.6,36.1,0,22.344,0,1
1.004,0.383,0.0441,0.3846,32.6,14.5,0,50.175,0,1
2.27,2.553,0.0254,5.7942,28.0,31.0,0,434.991,0,1
1.663,0.382,0.0595,0.6347,32.3,8.2,1,111.745,0,0
0.977,0.51,0.02,0.4983,37.0,3.3,0,29.474,1,0
4.219,0.539,0.0513,2.2735,25.4,21.1,1,345.405,0,1
0.678,0.118,0.0632,0.0801,34.6,9.9,1,14.958,0,0
1.948,0.548,0.0561,1.0675,28.6,3.1,1,177.553,1,0
1.806,0.43,0.0728,0.7774,31.6,1.9,1,167.174,1,0
2.486,0.159,0.071,0.3945,31.5,7.7,1,82.828,1,0
4.496,1.433,0.0296,6.4452,29.6,9.4,0,565.499,0,0
0.785,1.095,0.0596,0.8592,33.7,1.1,1,151.608,1,0
0.318,0.367,0.02,0.1165,31.4,2.4,0,6.897,1,0
0.718,0.342,0.0563,0.2452,32.9,11.2,1,40.868,0,0
2.023,1.981,0.0431,4.0079,26.1,8.1,0,511.472,0,0
1.909,0.268,0.0529,0.511,31.3,4.7,1,80.015,1,0
0.509,1.755,0.0537,0.8942,27.5,1.9,1,141.921,1,0
0.148,0.165,0.0694,0.0245,26.9,25.1,1,5.024,0,1
0.813,1.564,0.0589,1.2714,32.6,5.8,1,221.355,1,0
0.743,0.724,0.0474,0.5377,36.4,8.0,0,75.604,1,0
0.19,1.296,0.02,0.2459,28.3,13.3,0,14.565,0,1
1.684,0.178,0.0728,0.2998,27.7,20.8,1,64.626,0,1
0.434,0.536,0.0339,0.2323,31.7,1.0,0,23.288,1,0
1.138,0.579,0.0277,0.6585,33.0,4.7,0,53.88,1,0
0.207,0.679,0.0377,0.1406,36.0,7.8,0,15.707,1,0
2.071,0.891,0.077,1.8447,28.9,16.3,1,420.659,0,1
1.444,0.495,0.0568,0.7144,24.1,1.3,1,120.358,0,0
0.592,0.575,0.0718,0.34,31.7,8.9,1,72.245,0,0
1.093,0.47,0.0378,0.5136,32.2,31.4,0,57.395,0,1
0.308,1.06,0.0549,0.3259,32.1,4.2,1,53.063,1,0
4.328,2.012,0.0977,8.7101,33.7,10.8,1,2520.131,0,0
1.69,0.197,0.0533,0.3332,27.4,9.2,1,52.506,0,0
1.656,0.371,0.0386,0.6145,31.4,2.4,0,70.207,1,0
0.267,0.299,0.0488,0.0796,31.9,6.8,0,11.49,1,0
0.118,2.342,0.0701,0.2761,26.1,24.8,1,57.282,0,1
0.98,0.822,0.0884,0.8059,37.8,8.5,1,210.954,0,0
0.256,0.223,0.02,0.0571,22.8,20.9,0,3.384,0,1
1.616,0.506,0.0554,0.8176,20.6,11.3,1,134.409,0,0
0.638,0.613,0.0475,0.3914,34.6,7.7,0,55.11,1,0
0.513,0.88,0.053,0.452,32.9,4.2,1,70.983,1,0
0.177,0.294,0.0418,0.0519,24.1,21.2,0,6.419,0,1
5.0,0.658,0.0411,3.2889,32.3,9.2,0,399.666,0,0
3.224,1.394,0.0354,4.4928,34.7,11.6,0,471.024,0,0
0.241,0.963,0.0422,0.2322,28.4,21.8,0,29.056,0,1
0.505,0.188,0.0557,0.0949,22.7,18.0,1,15.648,0,1
0.596,2.047,0.0565,1.2192,40.2,4.1,1,203.772,1,0
0.452,0.431,0.0698,0.1947,38.5,11.1,1,40.275,0,0
2.825,0.542,0.0629,1.5315,32.1,6.5,1,284.895,1,0
1.378,1.043,0.0619,1.4372,24.9,13.6,1,263.07,0,1
3.222,0.595,0.076,1.9163,25.5,13.9,1,432.233,0,1
2.175,0.809,0.0365,1.7608,28.7,6.4,0,189.849,1,0
1.505,0.62,0.0471,0.9324,30.1,9.9,0,130.183,0,0
1.294,0.394,0.0504,0.5102,22.4,3.3,1,76.113,0,0
2.111,0.565,0.0575,1.1932,38.6,2.1,1,203.212,1,0
1.252,0.399,0.0768,0.4994,25.5,26.7,1,113.342,0,1
0.309,0.576,0.0635,0.1782,30.3,10.7,1,33.522,0,0
1.144,0.281,0.0822,0.3216,28.2,13.1,1,78.179,0,1
0.824,0.15,0.0907,0.1236,26.7,19.3,1,33.175,0,1
4.112,1.06,0.0509,4.3579,41.4,1.0,1,655.977,1,0
0.813,0.208,0.0252,0.1689,32.8,2.4,0,12.591,1,0
0.139,1.482,0.0839,0.2063,36.6,7.4,1,51.254,1,0
0.407,0.462,0.0555,0.1879,26.6,35.0,1,30.937,0,1
2.594,0.329,0.0547,0.8533,29.7,0.9,1,138.271,1,0
3.38,0.522,0.0727,1.7635,32.5,9.6,1,379.471,0,0
1.404,0.23,0.0575,0.3224,33.4,1.9,1,54.859,1,0
0.159,1.612,0.0578,0.2556,24.9,8.1,1,43.77,0,0
0.124,0.246,0.0599,0.0305,30.0,6.3,1,5.399,1,0
0.753,0.645,0.0411,0.4856,37.2,4.9,0,59.047,1,0
5.0,0.241,0.044,1.2069,27.7,14.8,0,157.433,0,1
2.135,0.137,0.0806,0.2934,38.7,11.1,1,70.016,0,0
2.805,1.379,0.081,3.8663,31.8,1.4,1,926.829,1,0
1.077,0.752,0.0608,0.8099,31.2,10.6,1,145.684,0,1
2.06,0.165,0.0555,0.34,28.4,32.2,1,55.815,0,1
0.485,1.887,0.0728,0.9157,33.6,9.8,1,197.397,0,0
0.128,0.499,0.0544,0.0637,23.5,27.6,1,10.271,0,1
2.604,0.544,0.063,1.4173,29.0,8.5,1,264.507,0,0
0.346,0.646,0.0977,0.2239,38.9,5.9,1,64.715,1,0
1.404,0.304,0.09,0.4261,32.7,3.4,1,113.557,1,0
1.176,0.74,0.0352,0.8703,34.4,6.2,0,90.642,1,0
0.272,0.33,0.0634,0.0898,28.9,9.2,1,16.875,0,0
0.318,1.546,0.037,0.4916,35.8,10.5,0,53.913,0,0
0.499,1.5,0.0743,0.7485,38.1,6.8,1,164.616,1,0
1.514,0.619,0.0401,0.9369,35.7,10.6,0,111.323,0,0
0.14,0.707,0.0918,0.099,24.4,22.0,1,26.933,0,1
0.623,3.5,0.0355,2.1794,27.7,22.0,0,229.254,0,1
1.194,1.369,0.0388,1.6348,38.7,10.9,0,187.658,0,0
0.288,0.152,0.0339,0.0438,26.4,15.2,0,4.401,0,1
0.227,0.252,0.0475,0.0572,28.8,3.5,0,8.037,1,0
0.595,0.825,0.0678,0.4907,30.1,11.0,1,98.441,0,0
0.438,0.472,0.081,0.2065,24.6,3.8,1,49.43,0,0
1.147,1.404,0.0428,1.6102,30.8,19.1,0,204.145,0,1
3.592,0.92,0.0753,3.3037,40.6,3.1,1,736.983,1,0
0.104,3.5,0.0531,0.3657,30.1,7.3,1,57.379,1,0
2.427,0.11,0.0322,0.2678,33.7,9.9,0,25.527,0,0
0.668,0.562,0.0792,0.375,38.5,8.0,1,87.835,1,0
1.191,0.519,0.053,0.6176,33.6,3.5,1,96.759,1,0
2.004,0.556,0.0486,1.1135,29.6,8.1,0,160.249,0,0
0.952,1.832,0.0938,1.7439,36.4,7.6,1,483.996,1,0
0.202,0.517,0.0755,0.1046,28.5,10.5,1,23.4,0,0
0.252,1.373,0.1092,0.3453,29.1,8.5,2,111.501,0,0
1.657,0.901,0.055,1.4934,25.1,8.8,1,242.8,0,0
0.36,0.635,0.0658,0.2288,28.2,6.9,1,44.554,1,0
0.942,1.044,0.0381,0.9835,34.7,10.5,0,110.937,0,0
0.659,0.308,0.0766,0.203,27.6,13.2,1,46.006,0,1
0.462,0.223,0.0479,0.1029,34.4,8.7,0,14.606,0,0
1.646,2.833,0.0362,4.6646,39.1,4.3,0,499.111,1,0
1.414,0.497,0.0451,0.7033,32.3,10.0,0,93.887,0,0
1.139,0.39,0.0611,0.4436,29.9,4.9,1,80.296,1,0
0.566,0.347,0.1108,0.1963,38.8,3.9,2,64.39,1,0
0.357,0.879,0.0629,0.3136,28.9,31.0,1,58.419,0,1
0.825,3.5,0.0552,2.8891,28.6,19.8,1,472.319,0,1
1.799,1.902,0.0746,3.4217,31.6,3.2,1,755.399,1,0
0.957,0.509,0.0639,0.4875,25.9,9.8,1,92.046,0,0
3.611,1.905,0.028,6.8805,32.1,0.7,0,571.918,1,0
0.116,0.589,0.0656,0.068,33.5,7.4,1,13.211,1,0
5.0,0.193,0.0857,0.963,30.3,10.9,1,244.316,0,0
1.276,0.266,0.0554,0.3399,32.2,4.1,1,55.804,1,0
1.888,0.323,0.0652,0.6092,34.9,8.3,1,117.57,0,0
0.508,2.098,0.0634,1.0656,30.4,6.6,1,200.291,1,0
0.81,3.19,0.0811,2.5838,31.3,4.4,1,621.515,1,0
1.694,0.306,0.0503,0.5187,35.8,8.1,1,77.081,0,0
1.53,0.513,0.0548,0.7844,36.6,5.0,1,127.239,1,0
0.507,3.294,0.0645,1.6685,34.6,8.2,1,319.099,0,0
0.492,1.603,0.049,0.7889,30.1,3.8,0,114.463,1,0
1.187,0.568,0.0439,0.6742,27.8,19.0,0,87.597,0,1
2.813,0.582,0.0728,1.6374,32.2,2.6,1,352.841,1,0
0.678,1.787,0.08,1.211,30.7,0.8,1,287.031,1,0
0.535,0.124,0.0475,0.0663,32.4,1.8,0,9.319,1,0
2.351,2.235,0.051,5.2546,23.3,9.6,1,795.66,0,0
1.249,0.175,0.06,0.2184,28.9,25.2,1,38.835,0,1
0.591,1.954,0.0712,1.1555,39.4,5.1,1,243.712,1,0
0.159,0.153,0.053,0.0243,31.6,3.8,1,3.826,1,0
1.378,2.882,0.0506,3.9719,27.8,1.4,1,594.852,1,0
0.535,0.107,0.0695,0.0572,29.6,10.6,1,11.783,0,0
0.173,2.78,0.039,0.4815,31.4,4.5,0,55.576,1,0
1.047,0.151,0.0543,0.1585,33.9,2.0,1,25.478,1,0
0.49,0.207,0.02,0.1014,32.3,1.4,0,5.997,1,0
0.513,2.736,0.0614,1.404,32.7,2.6,1,255.268,1,0
0.752,1.355,0.0612,1.0196,32.7,0.9,1,184.753,1,0
1.364,1.565,0.064,2.1348,28.2,16.2,1,404.092,0,1
0.423,0.552,0.02,0.2336,32.1,1.8,0,13.849,1,0
0.184,0.167,0.045,0.0308,31.6,3.3,0,4.104,1,0
0.652,0.229,0.0732,0.1494,29.1,0.8,1,32.432,1,0
0.156,2.158,0.1061,0.3378,26.8,4.7,2,106.223,1,0
1.295,0.488,0.0714,0.6321,28.4,4.5,1,133.696,1,0
3.3,1.227,0.0992,4.0506,32.4,7.1,1,1191.532,1,0
1.175,1.037,0.0881,1.219,27.3,11.1,1,317.862,0,0
0.422,0.614,0.0658,0.259,30.0,2.0,1,50.44,1,0
0.301,1.676,0.0798,0.5038,38.4,6.6,1,119.047,1,0
0.365,0.95,0.0963,0.3468,33.7,11.2,1,98.86,0,0
0.351,1.177,0.0617,0.4126,28.6,5.3,1,75.369,1,0
0.477,1.551,0.0378,0.7391,27.3,22.1,0,82.824,0,1
0.202,0.301,0.069,0.061,25.6,15.0,1,12.481,0,1
2.361,0.378,0.0555,0.8916,26.0,20.9,1,146.42,0,1
2.264,1.227,0.0506,2.7775,31.3,0.6,1,416.181,1,0
1.055,1.514,0.0612,1.5973,36.1,7.3,1,289.359,1,0
0.164,0.828,0.0456,0.1358,32.2,10.5,0,18.342,0,0
1.73,3.5,0.0505,6.0538,27.7,14.0,1,906.956,0,1
0.164,1.783,0.0488,0.292,28.8,24.2,0,42.196,0,1
0.213,1.39,0.051,0.2953,26.9,25.2,1,44.559,0,1
0.493,0.325,0.0504,0.1605,29.6,2.3,1,23.943,1,0
0.665,0.424,0.0877,0.2818,24.9,5.7,1,73.193,0,0
0.537,0.458,0.0359,0.2458,26.1,38.0,0,26.099,0,1
0.281,0.178,0.0816,0.0499,37.6,11.0,1,12.064,0,0
0.219,1.152,0.1035,0.2522,30.2,3.8,2,77.338,1,0
2.062,0.525,0.0403,1.0827,40.0,6.5,0,129.151,1,0
0.551,0.876,0.0587,0.483,33.8,11.7,1,83.982,0,0
0.347,1.089,0.0578,0.3774,28.2,10.7,1,64.504,0,1
0.767,0.107,0.0263,0.0819,32.3,4.0,0,6.377,1,0
0.138,0.139,0.0697,0.0191,26.3,26.5,1,3.954,0,1
1.017,0.427,0.0663,0.4337,21.3,7.7,1,85.136,0,0
0.386,0.953,0.0822,0.3674,31.5,10.2,1,89.45,0,0
1.012,0.62,0.0682,0.6278,28.7,5.9,1,126.898,1,0
1.052,2.336,0.0639,2.4581,35.4,10.5,1,465.183,0,0
1.757,0.338,0.0463,0.5929,40.7,10.0,0,81.441,0,0
0.361,0.188,0.0233,0.0678,33.4,4.5,0,4.679,1,0
0.723,0.197,0.0721,0.1425,30.9,2.4,1,30.42,1,0
3.367,0.304,0.091,1.0235,31.8,5.5,1,275.462,1,0
1.399,0.316,0.0314,0.4414,26.5,35.6,0,41.056,0,1
3.803,0.481,0.0744,1.8294,27.0,10.6,1,403.2,0,0
2.722,0.764,0.0586,2.0805,30.4,8.6,1,361.394,0,0
1.044,0.329,0.0406,0.3436,29.4,29.9,0,41.342,0,1
0.406,0.679,0.0903,0.2762,37.7,5.9,1,73.794,1,0
1.514,0.62,0.066,0.9386,32.6,24.4,1,183.419,0,1
1.298,0.396,0.065,0.5136,29.1,29.4,1,98.873,0,1
0.989,0.555,0.0297,0.5492,25.8,10.3,0,48.313,0,0
1.297,0.487,0.093,0.6312,28.3,19.2,1,173.946,0,1
1.051,2.497,0.046,2.6243,36.3,9.8,0,356.789,0,0
0.833,0.157,0.0667,0.1308,28.0,9.7,1,25.798,0,0
0.638,1.265,0.0798,0.807,36.1,6.2,1,190.706,1,0
0.146,0.396,0.0673,0.0577,28.6,31.8,1,11.499,0,1
2.108,0.264,0.077,0.5565,31.5,3.8,1,126.729,1,0
2.106,1.736,0.0808,3.6579,38.3,2.7,1,873.941,1,0
1.002,0.607,0.1069,0.6081,27.0,30.7,2,192.405,0,1
0.412,0.671,0.0342,0.2763,40.7,7.8,0,27.981,1,0
0.129,0.53,0.0601,0.0681,25.8,10.7,1,12.101,0,1
0.101,0.515,0.0907,0.0522,29.0,30.1,1,14.017,0,1
0.176,1.044,0.0592,0.1835,34.2,7.2,1,32.153,1,0
0.546,1.24,0.02,0.677,40.0,8.9,0,40.079,0,0
0.309,1.345,0.0888,0.4152,25.9,30.9,1,109.108,0,1
0.408,0.696,0.063,0.2839,37.2,3.6,1,52.984,1,0
1.303,1.069,0.0398,1.3921,27.4,14.9,0,163.716,0,1
3.298,1.303,0.0648,4.2959,28.8,22.2,1,823.507,0,1
0.332,1.02,0.0708,0.3383,28.3,29.2,1,70.826,0,1
0.727,0.272,0.0438,0.1978,34.5,6.7,0,25.665,1,0
4.865,1.095,0.0577,5.3285,32.4,2.8,1,910.233,1,0
2.783,0.936,0.0731,2.6043,32.3,8.8,1,563.376,0,0
0.534,0.181,0.0412,0.0967,26.9,34.8,0,11.773,0,1
0.485,0.931,0.0751,0.4518,29.1,34.0,1,100.49,0,1
0.377,1.764,0.094,0.6656,31.1,7.4,1,184.94,1,0
0.269,0.527,0.0231,0.1416,25.7,32.9,0,9.673,0,1
0.716,0.215,0.0639,0.1538,32.1,10.6,1,29.11,0,0
0.517,0.855,0.0696,0.442,31.6,4.5,1,91.063,1,0
1.466,0.318,0.0631,0.4668,40.0,0.6,1,87.172,1,0
0.37,0.73,0.0763,0.2704,31.8,11.7,1,61.014,0,0
1.433,0.985,0.0666,1.4118,25.0,34.7,1,278.988,0,1
0.44,0.671,0.0794,0.2952,38.7,2.5,1,69.428,1,0
0.998,0.395,0.0767,0.3945,31.4,13.6,1,89.492,0,1
1.117,1.656,0.0397,1.8504,29.4,8.0,0,217.843,0,0
1.214,0.217,0.0301,0.2633,36.0,2.1,0,23.465,1,0
0.293,0.135,0.0353,0.0395,26.6,0.9,0,4.132,1,0
0.432,1.512,0.0932,0.6535,26.6,24.7,1,180.078,0,1
0.383,0.128,0.0468,0.0489,35.3,10.7,0,6.774,0,0
0.958,0.634,0.0628,0.6079,33.2,8.8,1,113.149,0,0
0.179,0.717,0.0792,0.1283,35.7,7.1,1,30.066,1,0
0.83,0.43,0.0582,0.3574,27.5,3.9,1,61.6,1,0
0.192,0.358,0.076,0.0686,31.3,3.1,1,15.443,1,0
0.511,1.178,0.0733,0.6023,28.6,11.8,1,130.697,0,0
1.261,0.465,0.0475,0.5862,35.7,2.8,0,82.511,1,0
0.632,0.206,0.0368,0.13,26.0,33.9,0,14.176,0,1
0.429,0.598,0.0778,0.2564,32.6,8.2,1,59.058,0,0
1.057,1.137,0.0694,1.2013,25.5,31.4,1,246.611,0,1
1.448,0.395,0.0489,0.5715,28.2,16.5,0,82.638,0,1
0.394,0.213,0.0811,0.084,35.0,5.3,1,20.181,1,0
0.456,0.434,0.057,0.1977,31.9,18.0,1,33.389,0,1
1.122,0.731,0.0659,0.8203,26.0,8.9,1,160.172,0,0
3.459,0.186,0.0662,0.6427,35.5,2.7,1,126.069,1,0
0.341,0.314,0.0516,0.1069,34.8,3.5,1,16.3,1,0
1.162,2.928,0.0424,3.402,29.0,11.1,0,427.385,0,1
2.471,0.283,0.0884,0.6985,22.9,37.7,1,182.776,0,1
0.72,0.152,0.0918,0.1098,26.2,24.8,1,29.879,0,1
0.481,0.553,0.044,0.2659,34.0,1.1,0,34.626,1,0
1.199,0.161,0.0567,0.1935,25.0,3.8,1,32.45,0,0
0.132,0.111,0.0739,0.0146,35.6,2.1,1,3.208,1,0
0.547,0.112,0.0686,0.0615,27.0,7.0,1,12.472,1,0
0.398,0.381,0.0917,0.1519,27.4,29.9,1,41.252,0,1
0.354,0.161,0.0709,0.0572,30.6,5.1,1,12.006,1,0
0.298,0.271,0.0654,0.0809,27.1,13.3,1,15.687,0,1
1.436,0.936,0.0243,1.3438,35.3,6.8,0,96.512,1,0
3.203,0.372,0.0237,1.1921,28.1,37.0,0,83.722,0,1
0.586,0.785,0.0477,0.4601,40.4,9.2,0,64.992,0,0
0.15,0.524,0.0516,0.0788,29.6,6.3,1,12.028,1,0
1.369,1.828,0.063,2.5032,25.5,30.2,1,466.676,0,1
0.873,1.054,0.0784,0.9195,25.8,11.1,1,213.2,0,0
1.386,1.631,0.0581,2.2609,33.4,3.6,1,389.128,1,0
1.144,0.685,0.0497,0.7839,27.7,14.7,0,115.454,0,1
2.458,1.316,0.0722,3.2345,26.7,4.6,1,691.412,1,0
0.251,0.865,0.0537,0.2174,30.6,3.5,1,34.534,1,0
0.285,1.19,0.0684,0.3395,30.4,36.1,1,68.718,0,1
0.518,1.023,0.0397,0.5299,25.6,5.1,0,62.292,1,0
0.776,0.386,0.0675,0.2995,29.2,11.2,1,59.96,0,0
2.7,0.207,0.0495,0.5594,32.9,1.8,0,81.873,1,0
2.475,1.414,0.0771,3.4986,29.7,20.3,1,798.103,0,1
2.155,0.164,0.0555,0.3542,29.8,2.5,1,58.239,1,0
0.352,0.843,0.0564,0.2966,31.5,1.6,1,49.582,1,0
1.408,3.5,0.0453,4.9285,27.6,36.5,0,661.835,0,1
0.584,0.261,0.0825,0.1526,30.4,0.9,1,37.266,1,0
2.776,1.188,0.0658,3.2995,26.9,33.9,1,642.393,0,1
0.341,2.549,0.0927,0.8704,29.8,10.8,1,238.863,0,0
0.252,0.647,0.0646,0.1633,32.5,9.8,1,31.267,0,0
1.948,0.781,0.0312,1.5207,32.4,9.5,0,140.498,0,0
1.362,0.467,0.0775,0.6356,31.6,12.0,1,145.822,0,0
1.823,0.566,0.0824,1.0324,35.5,5.5,1,251.624,1,0
0.272,0.896,0.0537,0.2435,30.1,7.1,1,38.732,1,0
2.261,1.741,0.0375,3.9368,30.7,11.4,0,436.608,0,0
1.232,2.535,0.0973,3.1229,25.2,19.0,1,898.53,0,1
1.154,0.727,0.0641,0.839,28.4,24.4,1,159.526,0,1
0.974,1.32,0.0811,1.2848,27.8,5.4,1,309.099,1,0
1.548,1.167,0.0478,1.8059,26.8,12.7,0,255.504,0,1
0.637,0.327,0.066,0.2083,32.4,10.5,1,40.721,0,0
0.243,0.596,0.0578,0.1445,30.0,5.4,1,24.687,1,0
0.875,1.02,0.0567,0.8928,25.7,21.6,1,149.776,0,1
1.479,0.21,0.0657,0.3111,33.5,2.8,1,60.453,1,0
0.267,1.823,0.02,0.4864,29.7,5.6,0,28.827,1,0
0.354,0.512,0.0771,0.1811,31.4,6.6,1,41.392,1,0
1.293,0.583,0.0774,0.754,27.4,0.5,1,173.133,1,0
0.414,1.731,0.0488,0.7169,33.5,5.9,0,103.764,1,0
0.286,0.251,0.0694,0.0719,31.7,2.6,1,14.756,1,0
2.302,0.129,0.0891,0.2968,42.2,10.8,1,78.315,0,0
0.275,0.37,0.0507,0.1018,38.5,8.0,1,15.289,1,0
0.522,0.23,0.0631,0.1201,32.8,6.2,1,22.452,1,0
0.659,3.492,0.0486,2.3023,30.3,8.3,0,331.63,0,0
0.747,0.768,0.0293,0.5734,34.1,8.4,0,49.756,0,0
0.548,0.765,0.0537,0.4195,27.7,25.3,1,66.637,0,1
2.537,1.364,0.0492,3.4607,26.6,14.0,0,504.274,0,1
1.175,0.339,0.0696,0.3986,24.9,7.1,1,82.25,0,0
0.545,0.692,0.0845,0.3773,25.9,6.9,1,94.357,1,0
0.543,0.223,0.0661,0.1208,28.5,30.9,1,23.666,0,1
0.799,0.179,0.0541,0.1427,26.8,30.8,1,22.842,0,1
0.134,0.563,0.0478,0.0756,34.6,7.3,0,10.701,1,0
2.712,2.053,0.0823,5.5673,23.2,11.5,1,1355.639,0,0
0.353,0.565,0.0812,0.1994,36.9,9.6,1,47.985,0,0
1.296,0.581,0.0535,0.7527,31.8,0.6,1,119.138,1,0
1.604,1.703,0.0656,2.7307,27.6,3.4,1,530.068,1,0
1.857,0.37,0.0674,0.6861,27.3,13.8,1,137.047,0,1
0.281,0.638,0.046,0.1795,31.3,2.6,0,24.442,1,0
0.869,0.244,0.058,0.2119,29.8,8.2,1,36.36,0,0
0.187,1.598,0.0437,0.2994,31.4,11.9,0,38.743,0,0
1.734,0.13,0.091,0.2259,40.0,5.9,1,60.913,1,0
0.766,0.526,0.04,0.4034,28.0,31.3,0,47.777,0,1
0.273,0.359,0.0479,0.0979,33.0,8.8,0,13.847,0,0
1.368,0.338,0.0724,0.4624,28.2,5.6,1,99.23,1,0
0.502,0.324,0.0603,0.1627,30.2,1.2,1,29.016,1,0
0.222,0.469,0.0574,0.1039,33.7,9.1,1,17.701,0,0
0.718,1.954,0.0846,1.4034,31.9,10.7,1,351.369,0,0
0.368,1.087,0.0672,0.4002,34.7,2.5,1,79.615,1,0
3.1,1.862,0.0561,5.7716,35.5,3.6,1,958.606,1,0
0.548,0.275,0.0515,0.1508,37.9,7.7,1,23.002,1,0
0.95,1.613,0.0445,1.5319,30.8,4.0,0,201.559,1,0
3.063,0.549,0.046,1.6834,36.4,11.6,0,229.316,0,0
0.6,3.273,0.0518,1.9654,28.5,1.8,1,301.433,1,0
0.543,0.82,0.0513,0.4458,26.3,30.3,1,67.805,0,1
0.277,0.635,0.0452,0.1759,24.6,1.6,0,23.546,0,0
2.886,2.174,0.0762,6.2745,34.0,10.9,1,1415.81,0,0
1.713,0.484,0.0768,0.8294,30.2,0.9,1,188.735,1,0
0.35,1.205,0.0419,0.4215,29.6,1.7,0,52.329,1,0
0.504,0.613,0.0813,0.3092,27.5,39.6,1,74.465,0,1
2.564,1.158,0.0479,2.9698,31.3,11.0,0,420.947,0,0
0.871,0.358,0.0289,0.3117,39.9,3.9,0,26.727,1,0
0.913,0.518,0.0389,0.4724,25.7,2.6,0,54.429,1,0
1.145,0.439,0.0791,0.5023,27.7,31.7,1,117.566,0,1
1.536,1.725,0.0838,2.6499,41.7,2.7,1,657.917,1,0
2.902,2.211,0.05,6.4158,28.6,36.8,1,950.177,0,1
1.721,1.164,0.0728,2.0028,35.2,9.3,1,431.061,0,0
2.826,1.479,0.0554,4.1801,25.7,25.0,1,685.942,0,1
1.818,0.449,0.1032,0.8171,34.1,0.7,2,249.69,1,0
0.148,0.231,0.02,0.034,30.9,3.0,0,2.016,1,0
0.225,1.028,0.0697,0.2314,28.2,22.5,1,47.737,0,1
2.262,0.911,0.0679,2.0614,31.6,6.0,1,414.199,1,0
0.128,0.345,0.0983,0.0442,27.4,5.3,1,12.88,1,0
1.681,2.048,0.0751,3.4418,27.0,39.7,1,766.743,0,1
1.996,0.454,0.0238,0.9062,37.5,7.1,0,63.924,1,0
0.637,1.451,0.053,0.9241,29.2,26.8,1,145.368,0,1
0.538,0.211,0.0699,0.1133,29.8,7.2,1,23.444,1,0
0.316,0.37,0.0458,0.1171,34.0,7.9,0,15.881,1,0
